x,y
-1.4954629397516217,-0.7686781669857583
-8.591700882816301,3.943606322983218
-12.10459580201637,6.544529516621906
-20.22128074929527,20.71210768597992
-9.049556964747895,4.9852183010545374
1.3448379865762758,-3.128959223974721
19.03627568956191,16.957425669432304
7.60031562942899,3.276004306025243
4.208434825471868,-0.912704992598487
6.193466044197343,2.1936714092930836
14.21432969700459,10.571404563847892
13.488341099535186,7.912064042612057
6.659888369504296,0.8534357117448894
-5.342992945270989,2.5977478354864987
-8.317009674214894,2.2958862478127586
-3.3080245454527346,1.339670614299814
1.5468156119677658,-0.9097345810803658
13.129170501897562,8.856720867801252
1.9743830770730786,1.9123533787754983
6.620940789332453,0.9550104408426898
3.785459217654127,2.01107379033843
15.609553463997043,13.340422836293492
10.289235202215105,5.737085317609661
-1.785159920411374,-1.4319561370596092
-25.566430104059286,34.72670953958241
-13.046055501339092,9.098396709396527
-4.324617466411275,2.0544867635121076
-5.373927637532804,1.2573334887349237
-9.887062788517781,2.473416932977054
-13.808540255456958,9.738023881129887
-5.607574391232729,-0.44812677077446006
-1.8684339364169071,0.1842925093595643
-6.633923346562425,1.04956353668425
-4.847624087616086,0.3161196966953913
-13.633711882600863,9.104012548844244
-9.642870157666895,4.014497895355104
-0.6900440379282844,1.1488531002167681
-1.9797130135805072,0.2486028152067997
-5.559558504839496,1.86320000039031
-12.717329728860907,8.810475786024181
-15.8208732184201,11.45608078488087
-7.224321644878943,2.2858469852367262
-2.702355131921722,2.3406200786990086
-9.062082510196976,4.247960996108144
-12.850658799833077,8.518934222164999
-20.028806805219872,20.254316866256634
-12.106495429892071,7.326344618175321
-0.4041340702097182,0.04262818699056406
-10.461803486030785,4.98245928368096
-13.619242007148173,11.434874787447194
-15.583530234493123,11.07225815535815
-9.261282517286137,4.157079735250405
-4.033581568636084,-0.9509693243276545
3.6652919193115743,0.5274530423738701
2.714821782218564,0.567218409605262
-3.482393848551509,-0.04018694685911417
-6.737568323197418,1.8524256259777967
-3.201172137641343,0.38278778008520375
-6.775988069014076,3.1128602127844895
-9.072643644058076,4.472419584934199
-16.6836657908092,12.83393712873242
-16.127285653067855,15.102512659810252
1.0480822212553687,2.1578289137513917
22.49560305852372,25.155350237696055
18.78645938953695,18.195077527991586
3.8309144848156795,1.8185387183445847
2.29725901586297,0.5948818213850415
10.99806460442385,6.343887192168995
16.106998452186932,13.852880905496795
9.780807158325333,5.04422493792069
4.853110111467139,1.1261529040973317
-7.113433447186247,3.574292100920444
-5.468352119270219,1.7935108586715742
-3.0309285959534322,1.6379823707753176
-4.626944084261475,0.012385332182333286
-11.02400040409209,5.900261051670225
-14.44140357606884,8.209966944847695
-11.064818905071926,4.8722512436491225
4.32553065431781,1.2483593914715363
13.216945853404782,10.306929648974883
9.8529897358273,3.9640056786544244
2.5565583471196773,0.9774451923875556
-0.7814586666083301,-0.40944797229184027
-10.135291756053252,5.18123367047567
1.907400506781099,0.6578048141117049
11.266499648543295,6.647749249192925
-2.895742151221532,-0.5378308508578725
-15.996834918202177,13.65032309528067
-9.774623577037392,5.738962987732716
1.5674423174561403,1.0701213933290243
16.394915583587935,13.768281833857625
0.780153890857108,-1.267634277092537
4.208546640727092,0.799759538459522
5.781236158140311,1.6682643093854033
16.181928617637816,12.968002673351423
13.749892001900033,7.137856200410872
2.6165389247495683,-0.452570741391772
1.0279264718689944,1.354634585343133
7.280888021322978,2.5422907852056977
17.402258385848576,15.246108502103855
10.684746107272794,5.790491973026973
3.9794551894801007,1.040399551213578
2.8875184167985473,-0.7787703249740577
0.1214498078152646,-2.1761762122391226
9.470781130934519,2.4896615764559766
14.73381069060254,9.394481772710936
7.610493699170925,3.6755116534232233
0.5295767688529436,-1.4978218915022365
0.4026739803171857,1.047339590824307
12.585212837056666,7.294827356616808
10.451252727484563,8.195962216142764
15.566826365609828,11.774753053803146
5.435152464562613,-0.30598862651253467
-0.5318961265382243,1.9885621074105062
-8.489341181100396,4.194237244330888
-0.3632265730253492,0.27295628626676427
0.3657318928476849,0.3481002039446355
5.804179337721778,1.5457583520386855
-4.835572069183905,1.3819315561628924
-12.095535937582504,6.968160873241698
